Province_State,Country_Region,Date,Latitude,Longitude,Confirmed,Deaths,Recovered,Active,Active_Diff
Georgia,US,1/20/2025,30.87967778,-84.57619536,7145,127,,0.0,0.0
Georgia,US,1/20/2025,32.17265114,-83.16948926,5183,147,,0.0,0.0
Georgia,US,1/20/2025,32.15630737,-83.79746561,2360,68,,0.0,0.0
Georgia,US,1/20/2025,31.53328528,-84.21722377,19403,483,,0.0,0.0
Georgia,US,1/20/2025,33.70291126,-84.77026156,34669,385,,0.0,0.0
Georgia,US,1/20/2025,31.32155345,-84.90255207,2712,60,,0.0,0.0
Georgia,US,1/20/2025,30.71101099,-82.89687287,928,11,,0.0,0.0
Georgia,US,1/20/2025,32.36616021,-81.34280942,13051,190,,0.0,0.0
Georgia,US,1/20/2025,34.11302332,-82.83936148,4523,108,,0.0,0.0
Georgia,US,1/20/2025,32.59221302,-82.30239915,5867,157,,0.0,0.0
Georgia,US,1/20/2025,32.15328841,-81.8870105,2346,65,,0.0,0.0
Georgia,US,1/20/2025,34.86430205,-84.316964,5086,149,,0.0,0.0
Georgia,US,1/20/2025,33.41357794,-84.49089434,22124,309,,0.0,0.0
Georgia,US,1/20/2025,34.26268279,-85.21577392,27025,510,,0.0,0.0
Georgia,US,1/20/2025,34.22604035,-84.12315129999998,54563,376,,0.0,0.0
Georgia,US,1/20/2025,34.37525597,-83.23159927,5331,95,,0.0,0.0
Georgia,US,1/20/2025,33.79216944,-84.46319413,213510,2208,,0.0,0.0
Georgia,US,1/20/2025,34.69316688,-84.45802506,6862,168,,0.0,0.0
Georgia,US,1/20/2025,33.22879932,-82.61297636,605,25,,0.0,0.0
Georgia,US,1/20/2025,31.23279254,-81.53811412,23101,396,,0.0,0.0
Georgia,US,1/20/2025,34.50487351,-84.87296253,16046,259,,0.0,0.0
Georgia,US,1/20/2025,30.87454847,-84.23418364,5723,109,,0.0,0.0
Georgia,US,1/20/2025,33.5769205,-83.17139104,3902,83,,0.0,0.0
Georgia,US,1/20/2025,33.96044201,-84.02137802,206006,1823,,0.0,0.0
Georgia,US,1/20/2025,34.63331566,-83.53094677,9975,259,,0.0,0.0
Georgia,US,1/20/2025,34.32207823,-83.81896936,53126,816,,0.0,0.0
Georgia,US,1/20/2025,33.2721566,-82.99766919,1570,88,,0.0,0.0
Georgia,US,1/20/2025,33.79602175,-85.21005667,5389,164,,0.0,0.0
Georgia,US,1/20/2025,32.73709786,-84.90538572,6039,110,,0.0,0.0
Georgia,US,1/20/2025,34.34626973,-82.96567682,4829,89,,0.0,0.0
Georgia,US,1/20/2025,33.29686567,-85.12886832,2163,49,,0.0,0.0
Georgia,US,1/20/2025,33.4533428,-84.14814659999998,57508,661,,0.0,0.0
Georgia,US,1/20/2025,32.45802497,-83.66879087,39184,484,,0.0,0.0
Georgia,US,1/20/2025,31.60213036,-83.27501387,1877,46,,0.0,0.0
Georgia,US,1/20/2025,34.13794553,-83.56814788,21177,284,,0.0,0.0
Georgia,US,1/20/2025,33.31535543,-83.68844964,3119,69,,0.0,0.0
Georgia,US,1/20/2025,31.80405727,-82.63724870000001,3951,70,,0.0,0.0
Georgia,US,1/20/2025,33.05867328,-82.41609057,3634,108,,0.0,0.0
Georgia,US,1/20/2025,32.79248718,-81.96040187,1486,66,,0.0,0.0
Georgia,US,1/20/2025,32.70211082,-82.66166794,2241,72,,0.0,0.0
Georgia,US,1/20/2025,33.02512137,-83.56019163,5011,108,,0.0,0.0
Georgia,US,1/20/2025,33.07841647,-84.14263877,4831,112,,0.0,0.0
Georgia,US,1/20/2025,31.03828570000001,-83.06472457,2258,22,,0.0,0.0
Georgia,US,1/20/2025,32.46325233,-82.92221316,13694,291,,0.0,0.0
Georgia,US,1/20/2025,31.779330600000005,-84.14324253,7207,101,,0.0,0.0
Georgia,US,1/20/2025,31.82588896,-81.49251135,12210,143,,0.0,0.0
Georgia,US,1/20/2025,33.79201475,-82.45024131,1595,35,,0.0,0.0
Georgia,US,1/20/2025,31.75218791,-81.74952375,2759,34,,0.0,0.0
Georgia,US,1/20/2025,30.83568832,-83.27056716,30859,379,,0.0,0.0
Georgia,US,1/20/2025,34.57286511,-84.00425681,7115,131,,0.0,0.0
Georgia,US,1/20/2025,32.35207048,-84.04234127,2125,49,,0.0,0.0
Georgia,US,1/20/2025,34.12920917,-83.21218732,6921,101,,0.0,0.0
Georgia,US,1/20/2025,32.3483402,-84.52733571,1504,49,,0.0,0.0
Georgia,US,1/20/2025,33.47851918,-82.48252774,5028,94,,0.0,0.0
Georgia,US,1/20/2025,31.49683595,-81.40163426,2442,35,,0.0,0.0
Georgia,US,1/20/2025,33.04163534,-84.68859732,4449,140,,0.0,0.0
Georgia,US,1/20/2025,31.16568912,-84.73151117,1700,30,,0.0,0.0
Georgia,US,1/20/2025,31.22483255,-84.19381821,5172,115,,0.0,0.0
Georgia,US,1/20/2025,33.014289,-83.92097166,5846,172,,0.0,0.0
Georgia,US,1/20/2025,32.17201038,-82.53527476,2039,49,,0.0,0.0
Georgia,US,1/20/2025,33.59232073,-83.49129491,4505,61,,0.0,0.0
Georgia,US,1/20/2025,34.78897608,-84.74993177,11459,180,,0.0,0.0
Georgia,US,1/20/2025,32.50931999,-84.87142262,37848,786,,0.0,0.0
Georgia,US,1/20/2025,33.55514538,-83.84547140000002,24422,441,,0.0,0.0
Georgia,US,1/20/2025,33.83749973,-83.43679568,8707,105,,0.0,0.0
Georgia,US,1/20/2025,33.878629600000004,-83.08278123,3197,52,,0.0,0.0
Georgia,US,1/20/2025,,,79230,1402,,0.0,0.0
Georgia,US,1/20/2025,33.91969522,-84.86848792,37795,422,,0.0,0.0
Georgia,US,1/20/2025,32.56934316,-83.82937,6134,127,,0.0,0.0
Georgia,US,1/20/2025,34.46589159,-84.46406611,8262,162,,0.0,0.0
Georgia,US,1/20/2025,31.35928155,-82.21598442,5746,129,,0.0,0.0
Georgia,US,1/20/2025,33.09310242,-84.38790389,5422,89,,0.0,0.0
Georgia,US,1/20/2025,34.00267074,-85.18677781,11785,187,,0.0,0.0
Georgia,US,1/20/2025,32.23334561,-83.47549959999998,2148,72,,0.0,0.0
Georgia,US,1/20/2025,33.32056115,-83.37552891,4461,102,,0.0,0.0
Georgia,US,1/20/2025,31.86728114,-85.01773177,411,4,,0.0,0.0
Georgia,US,1/20/2025,34.88389445,-83.40304637,3638,94,,0.0,0.0
Georgia,US,1/20/2025,31.76622818,-84.75732369,1470,48,,0.0,0.0
Georgia,US,1/20/2025,33.35777107,-82.07026432,49879,863,,0.0,0.0
Georgia,US,1/20/2025,33.65145002,-84.02202167,18283,313,,0.0,0.0
Georgia,US,1/20/2025,32.2654021,-84.31258912,1148,10,,0.0,0.0
Georgia,US,1/20/2025,32.74976524,-81.60779441,2605,67,,0.0,0.0
Georgia,US,1/20/2025,30.93464824,-84.86823924,2129,28,,0.0,0.0
Georgia,US,1/20/2025,33.26310031,-84.28013991,15768,400,,0.0,0.0
Georgia,US,1/20/2025,34.55151201,-83.29405315,6248,141,,0.0,0.0
Georgia,US,1/20/2025,32.07996777,-84.83208037,2480,32,,0.0,0.0
Georgia,US,1/20/2025,32.03650571,-84.19821492,6787,164,,0.0,0.0
Georgia,US,1/20/2025,32.69642758,-84.53351366,1158,32,,0.0,0.0
Georgia,US,1/20/2025,33.56543317,-82.88136816,266,3,,0.0,0.0
Georgia,US,1/20/2025,32.04785085,-82.05539188,5157,130,,0.0,0.0
Georgia,US,1/20/2025,32.55792548,-84.25077141,1965,52,,0.0,0.0
Georgia,US,1/20/2025,31.92829517,-82.93491155,3045,81,,0.0,0.0
Georgia,US,1/20/2025,31.77527543,-84.44069698,2030,61,,0.0,0.0
Georgia,US,1/20/2025,30.86392347,-83.91847289,11661,207,,0.0,0.0
Georgia,US,1/20/2025,31.45743864,-83.5236119,11490,215,,0.0,0.0
Georgia,US,1/20/2025,32.12059861,-82.32957247,7081,198,,0.0,0.0
Georgia,US,1/20/2025,34.91369188,-83.74107459999998,2374,106,,0.0,0.0
Georgia,US,1/20/2025,32.40422134,-82.56904553,1624,60,,0.0,0.0
Georgia,US,1/20/2025,33.03349196,-85.02812115,15380,371,,0.0,0.0
Georgia,US,1/20/2025,31.71612656,-83.62069378,2534,58,,0.0,0.0
Georgia,US,1/20/2025,32.67435595,-83.43078662,1527,69,,0.0,0.0
Georgia,US,1/20/2025,,,10403,14,,0.0,0.0
Georgia,US,1/20/2025,34.82995757,-83.98967069,4833,151,,0.0,0.0
Georgia,US,1/20/2025,32.87920671,-84.30024826,7703,229,,0.0,0.0
Georgia,US,1/20/2025,34.73376362,-85.30165174,16500,230,,0.0,0.0
Georgia,US,1/20/2025,33.78017694,-83.73552314,21834,425,,0.0,0.0
Georgia,US,1/20/2025,31.05449097,-82.42224148,9987,274,,0.0,0.0
Georgia,US,1/20/2025,33.41146451,-82.67795848,1053,29,,0.0,0.0
Georgia,US,1/20/2025,32.96711864,-82.79357039,4361,132,,0.0,0.0
Georgia,US,1/20/2025,31.5521809,-81.91894878,7735,203,,0.0,0.0
Georgia,US,1/20/2025,32.04066113,-84.54742852,436,8,,0.0,0.0
Georgia,US,1/20/2025,32.12009104,-82.72574721,1408,38,,0.0,0.0
Georgia,US,1/20/2025,34.64624278,-83.74905525,6762,156,,0.0,0.0
Georgia,US,1/20/2025,34.80987459,-84.96093476,33934,419,,0.0,0.0
Georgia,US,1/20/2025,31.97496928,-83.43438555,1988,69,,0.0,0.0
Georgia,US,1/20/2025,33.78290391,-82.74286107,2234,49,,0.0,0.0
Georgia,US,1/20/2025,32.80291082,-83.17140684,2223,56,,0.0,0.0
Georgia,US,1/20/2025,31.55162306,-83.85090513,4606,113,,0.0,0.0
Grand Princess,US,1/20/2025,,,103,3,,0.0,0.0
Guam,US,1/20/2025,13.4443,144.7937,46809,341,,0.0,0.0
Hawaii,US,1/20/2025,19.60121157,-155.5210167,26089,184,,0.0,0.0
Hawaii,US,1/20/2025,21.45803166,-157.97121819999995,165272,1009,,0.0,0.0
Hawaii,US,1/20/2025,22.03935037,-159.5966786,11692,29,,0.0,0.0
Hawaii,US,1/20/2025,20.86399628,-156.56890969999995,29792,134,,0.0,0.0
Hawaii,US,1/20/2025,,,5919,12,,0.0,0.0
Hawaii,US,1/20/2025,,,0,0,,0.0,0.0
Idaho,US,1/20/2025,43.4526575,-116.24155159999998,132727,1000,,0.0,0.0
Idaho,US,1/20/2025,44.89333571,-116.4545247,696,15,,0.0,0.0
Idaho,US,1/20/2025,42.67002716,-112.2233311,20770,244,,0.0,0.0
Idaho,US,1/20/2025,42.28269683,-111.32892379999998,909,15,,0.0,0.0
Idaho,US,1/20/2025,47.21754179,-116.6586851,2203,40,,0.0,0.0
Idaho,US,1/20/2025,43.21672879999999,-112.3978437,9745,151,,0.0,0.0
Idaho,US,1/20/2025,43.4085812,-113.9752658,5939,30,,0.0,0.0
Idaho,US,1/20/2025,43.98829931,-115.7309284,1087,13,,0.0,0.0
Idaho,US,1/20/2025,48.29996017,-116.6017932,8820,179,,0.0,0.0
Idaho,US,1/20/2025,43.38713372,-111.6161537,30807,284,,0.0,0.0
Idaho,US,1/20/2025,48.76684761,-116.4630179,2080,58,,0.0,0.0
Idaho,US,1/20/2025,43.72592209,-113.1735463,475,9,,0.0,0.0
Idaho,US,1/20/2025,43.46665742,-114.8065892,156,2,,0.0,0.0
Idaho,US,1/20/2025,43.61970148,-116.7095499,61321,675,,0.0,0.0
Idaho,US,1/20/2025,42.77149116,-111.5597683,1478,24,,0.0,0.0
Idaho,US,1/20/2025,42.28347888,-113.6012409,5032,52,,0.0,0.0
Idaho,US,1/20/2025,44.28496071,-112.3505704,108,0,,0.0,0.0
Idaho,US,1/20/2025,46.67459924,-115.6622393,2289,32,,0.0,0.0
Idaho,US,1/20/2025,44.24186819,-114.2855494,524,9,,0.0,0.0
Idaho,US,1/20/2025,43.3507101,-115.4701578,7157,70,,0.0,0.0
Idaho,US,1/20/2025,42.18332217,-111.8149666,2330,29,,0.0,0.0
Idaho,US,1/20/2025,44.22800938,-111.4809943,2152,27,,0.0,0.0
Idaho,US,1/20/2025,44.06482372,-116.398376,3633,79,,0.0,0.0
Idaho,US,1/20/2025,42.96927962,-114.8108306,3274,55,,0.0,0.0
Idaho,US,1/20/2025,45.84721541,-115.4634436,2963,51,,0.0,0.0
Idaho,US,1/20/2025,43.82078483,-112.3131749,6031,63,,0.0,0.0
Idaho,US,1/20/2025,42.68891267,-114.2655033,6051,64,,0.0,0.0
Idaho,US,1/20/2025,47.67282258,-116.7020872,41560,582,,0.0,0.0
Idaho,US,1/20/2025,46.81587887,-116.7113698,6681,48,,0.0,0.0
Idaho,US,1/20/2025,44.9438088,-113.9309747,1252,25,,0.0,0.0
Idaho,US,1/20/2025,46.23315327,-116.434146,1129,29,,0.0,0.0
Idaho,US,1/20/2025,43.0012336,-114.1358773,1099,15,,0.0,0.0
Idaho,US,1/20/2025,43.78141028,-111.65384740000002,12649,50,,0.0,0.0
Idaho,US,1/20/2025,42.85518524,-113.6357257,4224,62,,0.0,0.0
Idaho,US,1/20/2025,46.32638236,-116.7500975,8887,143,,0.0,0.0
Idaho,US,1/20/2025,42.19494279999999,-112.5407838,800,11,,0.0,0.0
Idaho,US,1/20/2025,42.58016894,-116.1693871,2262,52,,0.0,0.0
Idaho,US,1/20/2025,44.00545243,-116.7647695,5524,85,,0.0,0.0
Idaho,US,1/20/2025,42.69254894,-112.83957420000002,1463,20,,0.0,0.0
Idaho,US,1/20/2025,47.35364087,-115.8916749,2720,75,,0.0,0.0
Idaho,US,1/20/2025,43.75303583,-111.2056773,2699,8,,0.0,0.0
Idaho,US,1/20/2025,42.35440512,-114.6685381,23940,287,,0.0,0.0
Idaho,US,1/20/2025,,,1,0,,0.0,0.0
Idaho,US,1/20/2025,44.76728382,-115.5676773,2598,16,,0.0,0.0
Idaho,US,1/20/2025,44.45275475,-116.7847688,2366,56,,0.0,0.0
Illinois,US,1/20/2025,39.98815591,-91.18786813,22268,207,,0.0,0.0
Illinois,US,1/20/2025,37.18049267,-89.32910838,1273,15,,0.0,0.0
Illinois,US,1/20/2025,38.88829622,-89.43534887,4305,31,,0.0,0.0
Illinois,US,1/20/2025,42.32359279,-88.82345779,13758,115,,0.0,0.0
Illinois,US,1/20/2025,39.96209138,-90.75068024,2397,15,,0.0,0.0
Illinois,US,1/20/2025,41.40385234,-89.5283051,8321,127,,0.0,0.0
Illinois,US,1/20/2025,39.16840183,-90.66330078,1519,5,,0.0,0.0
Illinois,US,1/20/2025,42.06823429,-89.93395545,4236,48,,0.0,0.0
Illinois,US,1/20/2025,39.96991073,-90.24734436,4598,35,,0.0,0.0
Illinois,US,1/20/2025,40.13919438,-88.20046615,61887,287,,0.0,0.0
Illinois,US,1/20/2025,39.54581621,-89.27780482,10144,110,,0.0,0.0
Illinois,US,1/20/2025,39.33425789,-87.78705622,4838,52,,0.0,0.0
Illinois,US,1/20/2025,38.75388572,-88.48914513,4735,68,,0.0,0.0
Illinois,US,1/20/2025,38.60704876,-89.42385254,11866,113,,0.0,0.0
Illinois,US,1/20/2025,39.51949084,-88.22358557,15200,169,,0.0,0.0
Illinois,US,1/20/2025,41.84144849,-87.81658794,1121743,14204,,0.0,0.0
Illinois,US,1/20/2025,39.0032229,-87.75954624,6169,45,,0.0,0.0
Illinois,US,1/20/2025,39.27432424,-88.2401158,3340,37,,0.0,0.0
Illinois,US,1/20/2025,40.17514519,-88.90959682,4305,37,,0.0,0.0
Illinois,US,1/20/2025,41.89373302,-88.76958483,23181,194,,0.0,0.0
Illinois,US,1/20/2025,39.76768052,-88.21854195,6433,55,,0.0,0.0
Illinois,US,1/20/2025,41.85116968,-88.08642662,208217,1690,,0.0,0.0
Illinois,US,1/20/2025,39.6809186,-87.74759563,5123,58,,0.0,0.0
Illinois,US,1/20/2025,38.41353228,-88.05720863,1753,28,,0.0,0.0
Illinois,US,1/20/2025,39.05935711,-88.58969584,10599,134,,0.0,0.0
Illinois,US,1/20/2025,39.00072038,-89.02452658,7082,100,,0.0,0.0
Illinois,US,1/20/2025,40.59706922,-88.22350769,4388,65,,0.0,0.0
Illinois,US,1/20/2025,37.99189086,-88.92567818,12259,165,,0.0,0.0
Illinois,US,1/20/2025,40.47289135,-90.20862357,10020,126,,0.0,0.0
Illinois,US,1/20/2025,37.76430935,-88.22953869,1402,16,,0.0,0.0
Illinois,US,1/20/2025,39.35907414,-90.388865,3588,44,,0.0,0.0
Illinois,US,1/20/2025,41.28569601,-88.41905692,12577,135,,0.0,0.0
Illinois,US,1/20/2025,38.08163641,-88.53883373,2165,31,,0.0,0.0
Illinois,US,1/20/2025,40.40423981,-91.16313899,4364,47,,0.0,0.0
Illinois,US,1/20/2025,37.51810645,-88.26873022,1049,19,,0.0,0.0
Illinois,US,1/20/2025,40.81908672,-90.92491462,1147,18,,0.0,0.0
Illinois,US,1/20/2025,41.3533994,-90.13296166,12611,118,,0.0,0.0
Illinois,US,1/20/2025,40.74717633,-87.82466784,7132,112,,0.0,0.0
Illinois,US,1/20/2025,37.78595185,-89.38232563,15490,118,,0.0,0.0
Illinois,US,1/20/2025,39.01054275,-88.15437049,2671,28,,0.0,0.0
Illinois,US,1/20/2025,38.29980057,-88.9240025,11026,172,,0.0,0.0
Illinois,US,1/20/2025,39.08869046,-90.35393073,6190,69,,0.0,0.0
Illinois,US,1/20/2025,42.36542373,-90.21094405,4009,35,,0.0,0.0
Illinois,US,1/20/2025,37.45939802,-88.88165419,4449,40,,0.0,0.0
Illinois,US,1/20/2025,41.93842729,-88.42861412,125303,1114,,0.0,0.0
Illinois,US,1/20/2025,41.13746989,-87.86205334,28704,362,,0.0,0.0
Illinois,US,1/20/2025,41.59081014,-88.42869583,30772,160,,0.0,0.0
Illinois,US,1/20/2025,40.93148779,-90.21330340000002,12502,212,,0.0,0.0
Illinois,US,1/20/2025,41.34426129999999,-88.88633881,28797,380,,0.0,0.0
Illinois,US,1/20/2025,42.3224907,-88.00367925,148441,1358,,0.0,0.0
Illinois,US,1/20/2025,38.71987914,-87.72884035,5471,42,,0.0,0.0
Illinois,US,1/20/2025,41.74583951,-89.29977132,8736,79,,0.0,0.0
Illinois,US,1/20/2025,40.89188292,-88.55784752,10672,136,,0.0,0.0
Illinois,US,1/20/2025,40.12581572,-89.36638784,9438,85,,0.0,0.0
Illinois,US,1/20/2025,39.86064913,-88.96342505,30329,339,,0.0,0.0
Illinois,US,1/20/2025,39.26119767,-89.92424028,12708,139,,0.0,0.0
Illinois,US,1/20/2025,38.83042506,-89.90422563,70051,783,,0.0,0.0
Illinois,US,1/20/2025,38.64963204,-88.91899208,11864,209,,0.0,0.0
Illinois,US,1/20/2025,41.0327901,-89.34510444,2753,31,,0.0,0.0
Illinois,US,1/20/2025,40.23917274,-89.91824452,3883,60,,0.0,0.0
Illinois,US,1/20/2025,37.22078441,-88.71036614,3856,66,,0.0,0.0
Illinois,US,1/20/2025,40.45674722,-90.67775541,7155,90,,0.0,0.0
Illinois,US,1/20/2025,42.32451172,-88.45248227,75467,475,,0.0,0.0
Illinois,US,1/20/2025,40.48996987,-88.84621113,49349,289,,0.0,0.0
Illinois,US,1/20/2025,40.02742725,-89.80246001,3493,20,,0.0,0.0
Illinois,US,1/20/2025,41.20596782,-90.74290052,3987,47,,0.0,0.0
Illinois,US,1/20/2025,38.27594376,-90.17761038,9440,127,,0.0,0.0
Illinois,US,1/20/2025,39.23198845,-89.47809254,9753,102,,0.0,0.0
Illinois,US,1/20/2025,39.71654544,-90.20255104,9427,125,,0.0,0.0
Illinois,US,1/20/2025,39.64187451,-88.62099969,4053,44,,0.0,0.0
Illinois,US,1/20/2025,42.04165196,-89.32184679,13910,128,,0.0,0.0
Illinois,US,1/20/2025,,,6,0,,0.0,0.0
Illinois,US,1/20/2025,40.78702156,-89.76078901,46270,510,,0.0,0.0
Illinois,US,1/20/2025,38.08510853,-89.36856219,7444,98,,0.0,0.0
Illinois,US,1/20/2025,40.01360584,-88.59319339,4376,23,,0.0,0.0
Illinois,US,1/20/2025,39.62265059,-90.8877017,5012,65,,0.0,0.0
Illinois,US,1/20/2025,37.41391284,-88.56152109,952,8,,0.0,0.0
Illinois,US,1/20/2025,37.22631423,-89.13085001,1719,19,,0.0,0.0
Illinois,US,1/20/2025,41.2013541,-89.2869272,1126,9,,0.0,0.0
Illinois,US,1/20/2025,38.05095369,-89.82512254,10420,123,,0.0,0.0
Illinois,US,1/20/2025,38.71240969,-88.08475366,5152,74,,0.0,0.0
Illinois,US,1/20/2025,41.46613806,-90.57042164,32988,470,,0.0,0.0
Illinois,US,1/20/2025,37.75332999,-88.54119706,7835,93,,0.0,0.0
Illinois,US,1/20/2025,39.75836914,-89.65872023,54606,383,,0.0,0.0
Illinois,US,1/20/2025,40.1571798,-90.61114163,1948,17,,0.0,0.0
Illinois,US,1/20/2025,39.6429169,-90.47814431,1251,11,,0.0,0.0
Illinois,US,1/20/2025,39.39133527,-88.80611122,6178,73,,0.0,0.0
Illinois,US,1/20/2025,38.46996033,-89.93063427,63402,721,,0.0,0.0
Illinois,US,1/20/2025,41.09309773,-89.79745866,1509,32,,0.0,0.0
Illinois,US,1/20/2025,42.35129217,-89.662598,11451,156,,0.0,0.0
Illinois,US,1/20/2025,40.50716185,-89.51404662,36465,461,,0.0,0.0
Illinois,US,1/20/2025,,,172,2433,,0.0,0.0
Illinois,US,1/20/2025,37.47119609,-89.25548938,5358,64,,0.0,0.0
Illinois,US,1/20/2025,40.18417171,-87.73384359,27836,292,,0.0,0.0
Illinois,US,1/20/2025,38.44272901,-87.84922065,3708,27,,0.0,0.0
Illinois,US,1/20/2025,40.84925021,-90.6147432,3982,82,,0.0,0.0
Illinois,US,1/20/2025,38.35309213,-89.40982703,3417,35,,0.0,0.0
Illinois,US,1/20/2025,38.42955355,-88.42586459,5285,83,,0.0,0.0
Illinois,US,1/20/2025,38.08706198,-88.17657461,4396,48,,0.0,0.0
Illinois,US,1/20/2025,41.75509713,-89.91556058,15293,224,,0.0,0.0
Illinois,US,1/20/2025,41.44619267,-87.97862712,160984,1508,,0.0,0.0
Illinois,US,1/20/2025,37.73033511,-88.92994027,22485,247,,0.0,0.0
Illinois,US,1/20/2025,42.33641854,-89.16085327,76156,810,,0.0,0.0
Illinois,US,1/20/2025,40.78579374,-89.20973757,10313,111,,0.0,0.0
Indiana,US,1/20/2025,40.7457653,-84.93671406,7257,111,,0.0,0.0
Indiana,US,1/20/2025,41.09194313,-85.06800636,103552,1137,,0.0,0.0
Indiana,US,1/20/2025,39.20744865,-85.89558181,21278,241,,0.0,0.0
Indiana,US,1/20/2025,40.60626947,-87.31093999,2474,21,,0.0,0.0
Indiana,US,1/20/2025,40.47388153,-85.32499702,3107,65,,0.0,0.0
Indiana,US,1/20/2025,40.0509304,-86.46841646,15138,169,,0.0,0.0
Indiana,US,1/20/2025,39.19605589,-86.22868909,2582,61,,0.0,0.0
Indiana,US,1/20/2025,40.580783200000006,-86.56198812,4210,58,,0.0,0.0
Indiana,US,1/20/2025,40.76135835,-86.34830753,11639,158,,0.0,0.0
Indiana,US,1/20/2025,38.48015445,-85.70510334,30990,370,,0.0,0.0
Indiana,US,1/20/2025,39.39561833,-87.11723506,6821,84,,0.0,0.0
Indiana,US,1/20/2025,40.30319754,-86.47277257,9175,114,,0.0,0.0
Indiana,US,1/20/2025,38.28814402,-86.44518825,2540,37,,0.0,0.0
Indiana,US,1/20/2025,38.70186039,-87.07185406,7462,148,,0.0,0.0
Indiana,US,1/20/2025,41.39804622,-84.99906934,11321,145,,0.0,0.0
Indiana,US,1/20/2025,39.14647946,-84.97333539,13403,127,,0.0,0.0
Indiana,US,1/20/2025,39.30712658,-85.50087166,6988,134,,0.0,0.0
Indiana,US,1/20/2025,40.22787247,-85.39732772,24752,419,,0.0,0.0
Indiana,US,1/20/2025,38.36597551,-86.87924170000002,12845,161,,0.0,0.0
Indiana,US,1/20/2025,41.59761169,-85.85875695,53992,690,,0.0,0.0
Indiana,US,1/20/2025,39.63684962,-85.17797541,6723,139,,0.0,0.0
Indiana,US,1/20/2025,38.32117957,-85.90385377,18876,281,,0.0,0.0
Indiana,US,1/20/2025,40.12361933,-87.24217689,5373,95,,0.0,0.0
Indiana,US,1/20/2025,39.4142482,-85.06062647,4368,55,,0.0,0.0
Indiana,US,1/20/2025,41.0469907,-86.26252745,4905,99,,0.0,0.0
Indiana,US,1/20/2025,38.30393723,-87.58054938,11614,139,,0.0,0.0
Indiana,US,1/20/2025,40.51587228,-85.65468702,17259,333,,0.0,0.0
Indiana,US,1/20/2025,39.03630547,-86.96223202,7184,131,,0.0,0.0
Indiana,US,1/20/2025,40.07306535,-86.05244729,81604,615,,0.0,0.0
Indiana,US,1/20/2025,39.82304555,-85.77566351,20608,247,,0.0,0.0
Indiana,US,1/20/2025,38.19467379,-86.10948271,10781,132,,0.0,0.0
Indiana,US,1/20/2025,39.76719009,-86.51037283,40661,523,,0.0,0.0
Indiana,US,1/20/2025,39.93029017,-85.39625719,12950,223,,0.0,0.0
Indiana,US,1/20/2025,40.48527731,-86.11351892,25351,427,,0.0,0.0
Indiana,US,1/20/2025,40.82907273,-85.48822092,11478,150,,0.0,0.0
Indiana,US,1/20/2025,38.90915820000001,-86.03851889,12497,124,,0.0,0.0
Indiana,US,1/20/2025,41.02078733,-87.11553319,8987,140,,0.0,0.0
Indiana,US,1/20/2025,40.43781032,-85.00576229,4834,71,,0.0,0.0
Indiana,US,1/20/2025,38.78576239,-85.43633383,9335,142,,0.0,0.0
Indiana,US,1/20/2025,38.99588883,-85.62710784,6932,98,,0.0,0.0
Indiana,US,1/20/2025,39.48994426,-86.10149107,42203,577,,0.0,0.0
Indiana,US,1/20/2025,38.68861576,-87.4194665,10725,148,,0.0,0.0
Indiana,US,1/20/2025,41.24521668,-85.86312322,19709,228,,0.0,0.0
Indiana,US,1/20/2025,41.64232188,-85.42674232,5841,100,,0.0,0.0
Indiana,US,1/20/2025,41.54366008,-86.74072188,25369,356,,0.0,0.0
Indiana,US,1/20/2025,41.41874274,-87.38277575,105844,1726,,0.0,0.0
Indiana,US,1/20/2025,38.84112637,-86.48361629,11827,254,,0.0,0.0
Indiana,US,1/20/2025,40.16143691,-85.71964711,32593,613,,0.0,0.0
Indiana,US,1/20/2025,39.78163624,-86.13826325,224553,2857,,0.0,0.0
Indiana,US,1/20/2025,41.32467367,-86.26185087,12303,184,,0.0,0.0
Indiana,US,1/20/2025,38.7099921,-86.80373186,2161,24,,0.0,0.0
Indiana,US,1/20/2025,40.76940965,-86.04525048,9239,150,,0.0,0.0
Indiana,US,1/20/2025,39.16130004,-86.52414358,27551,273,,0.0,0.0
Indiana,US,1/20/2025,40.04034823,-86.89335024,10657,160,,0.0,0.0
Indiana,US,1/20/2025,39.47899078,-86.44573375,16420,262,,0.0,0.0
Indiana,US,1/20/2025,40.95610449,-87.39635768,2557,66,,0.0,0.0
Indiana,US,1/20/2025,41.39672484,-85.41966713,13048,152,,0.0,0.0
Indiana,US,1/20/2025,38.955305,-84.96515993,1441,19,,0.0,0.0
Indiana,US,1/20/2025,38.54118920000001,-86.49523093,5025,90,,0.0,0.0
Indiana,US,1/20/2025,39.31145587,-86.83900724,5818,113,,0.0,0.0
Indiana,US,1/20/2025,39.77202286,-87.20375833,3590,46,,0.0,0.0
Indiana,US,1/20/2025,38.07809328,-86.63741946,4648,62,,0.0,0.0
Indiana,US,1/20/2025,38.40112197,-87.23574907,3722,47,,0.0,0.0
Indiana,US,1/20/2025,41.45986947,-87.06848888,37469,532,,0.0,0.0
Indiana,US,1/20/2025,38.02097333,-87.86480429,6525,57,,0.0,0.0
Indiana,US,1/20/2025,41.04166107,-86.69890683,3065,83,,0.0,0.0
