Province_State,Country_Region,Date,Latitude,Longitude,Confirmed,Deaths,Recovered,Active,Active_Diff
Minnesota,US,1/20/2025,44.02240351,-93.22627088,10272,58,,0.0,0.0
Minnesota,US,1/20/2025,45.58613007,-96.00163705,2619,13,,0.0,0.0
Minnesota,US,1/20/2025,45.2829032,-95.68264092,2280,33,,0.0,0.0
Minnesota,US,1/20/2025,46.06996226,-94.89785296,6726,56,,0.0,0.0
Minnesota,US,1/20/2025,45.77298854,-96.47062949,850,10,,0.0,0.0
Minnesota,US,1/20/2025,,,854,210,,0.0,0.0
Minnesota,US,1/20/2025,44.28424356,-92.23121312,5538,16,,0.0,0.0
Minnesota,US,1/20/2025,46.58589171,-94.96968506,4198,53,,0.0,0.0
Minnesota,US,1/20/2025,44.02211116,-93.58720034,5470,39,,0.0,0.0
Minnesota,US,1/20/2025,45.03864533,-92.88429635,66404,474,,0.0,0.0
Minnesota,US,1/20/2025,43.97823903,-94.61413846,2969,23,,0.0,0.0
Minnesota,US,1/20/2025,46.35721532,-96.4684375,1648,22,,0.0,0.0
Minnesota,US,1/20/2025,43.98772283,-91.78081305,12625,72,,0.0,0.0
Minnesota,US,1/20/2025,45.17297924,-93.96234781,36395,304,,0.0,0.0
Minnesota,US,1/20/2025,44.71710183,-95.86842453,2518,29,,0.0,0.0
Mississippi,US,1/20/2025,31.47669768,-91.35326037,7122,142,,0.0,0.0
Mississippi,US,1/20/2025,34.88084463,-88.57996173,9933,159,,0.0,0.0
Mississippi,US,1/20/2025,31.17467303,-90.80501621,3241,68,,0.0,0.0
Mississippi,US,1/20/2025,33.08658803,-89.57838564,5282,112,,0.0,0.0
Mississippi,US,1/20/2025,34.81681228,-89.18945516,2266,49,,0.0,0.0
Mississippi,US,1/20/2025,33.79696941,-90.87372121,9264,179,,0.0,0.0
Mississippi,US,1/20/2025,33.93683395,-89.33686647,4636,70,,0.0,0.0
Mississippi,US,1/20/2025,33.44834567,-89.91994479,2557,52,,0.0,0.0
Mississippi,US,1/20/2025,33.91983202,-88.9481545,5584,96,,0.0,0.0
Mississippi,US,1/20/2025,33.34598242,-89.24809382,2265,33,,0.0,0.0
Mississippi,US,1/20/2025,31.97061673,-90.90702196,2138,46,,0.0,0.0
Mississippi,US,1/20/2025,32.04158545,-88.68896219999998,4224,106,,0.0,0.0
Mississippi,US,1/20/2025,33.65358105,-88.77784255,4949,98,,0.0,0.0
Mississippi,US,1/20/2025,34.22772299,-90.60415045,6441,122,,0.0,0.0
Mississippi,US,1/20/2025,31.86977774,-90.44565118,7110,118,,0.0,0.0
Mississippi,US,1/20/2025,31.63225413,-89.55389939,7061,110,,0.0,0.0
Mississippi,US,1/20/2025,34.87625235,-89.99091418,49981,548,,0.0,0.0
Mississippi,US,1/20/2025,31.18961454,-89.25832496,21932,312,,0.0,0.0
Mississippi,US,1/20/2025,31.47786634,-90.89672989,1922,38,,0.0,0.0
Mississippi,US,1/20/2025,30.86259065,-88.64436789,7122,87,,0.0,0.0
Mississippi,US,1/20/2025,31.21444233,-88.63922281,3184,59,,0.0,0.0
Mississippi,US,1/20/2025,33.77036166,-89.80245083,5501,129,,0.0,0.0
Mississippi,US,1/20/2025,30.41830223,-89.48851033,12185,150,,0.0,0.0
Mississippi,US,1/20/2025,30.51359752,-89.12467576,53472,659,,0.0,0.0
Mississippi,US,1/20/2025,32.2656285,-90.44435448,52052,784,,0.0,0.0
Mississippi,US,1/20/2025,33.12345854,-90.08923538,4444,104,,0.0,0.0
Mississippi,US,1/20/2025,33.12825718,-90.52252707,2014,44,,0.0,0.0
Mississippi,US,1/20/2025,32.72531359,-90.97392828,261,9,,0.0,0.0
Mississippi,US,1/20/2025,34.27993475,-88.3606733,7370,143,,0.0,0.0
Mississippi,US,1/20/2025,30.54020656,-88.64184064,36823,457,,0.0,0.0
Mississippi,US,1/20/2025,32.01922104,-89.11786866,4825,75,,0.0,0.0
Mississippi,US,1/20/2025,31.73397872,-91.03764977,1469,37,,0.0,0.0
Mississippi,US,1/20/2025,31.56884708,-89.82670990000004,2848,53,,0.0,0.0
Mississippi,US,1/20/2025,31.62257767,-89.16896899999998,21146,289,,0.0,0.0
Mississippi,US,1/20/2025,32.75462946,-88.64105766,2167,48,,0.0,0.0
Mississippi,US,1/20/2025,34.35687874,-89.48490961,15153,178,,0.0,0.0
Mississippi,US,1/20/2025,31.20572971,-89.5077704,17332,160,,0.0,0.0
Mississippi,US,1/20/2025,32.40419769,-88.66229662,18746,364,,0.0,0.0
Mississippi,US,1/20/2025,31.55147224,-90.10841127,3575,56,,0.0,0.0
Mississippi,US,1/20/2025,32.7536828,-89.52402044,6391,119,,0.0,0.0
Mississippi,US,1/20/2025,34.291877500000005,-88.68149954,26612,297,,0.0,0.0
Mississippi,US,1/20/2025,33.55545125,-90.29900733,7297,167,,0.0,0.0
Mississippi,US,1/20/2025,31.53288662,-90.45391915,8291,156,,0.0,0.0
Mississippi,US,1/20/2025,33.47386518,-88.44191529999998,17478,237,,0.0,0.0
Mississippi,US,1/20/2025,32.63389156,-90.03513564,23950,325,,0.0,0.0
Mississippi,US,1/20/2025,31.23132643,-89.8209217,6950,135,,0.0,0.0
Mississippi,US,1/20/2025,34.76216286,-89.50299462,9893,172,,0.0,0.0
Mississippi,US,1/20/2025,33.89236763,-88.4808438,10964,218,,0.0,0.0
Mississippi,US,1/20/2025,33.49419589,-89.61729103,2953,77,,0.0,0.0
Mississippi,US,1/20/2025,32.75339664,-89.11726492,10597,239,,0.0,0.0
Mississippi,US,1/20/2025,32.40021118,-89.11843336,5996,97,,0.0,0.0
Mississippi,US,1/20/2025,33.11009499,-88.56949061,2719,48,,0.0,0.0
Mississippi,US,1/20/2025,33.42491685,-88.87905132,11077,159,,0.0,0.0
Mississippi,US,1/20/2025,34.36398677,-89.95064249,10459,168,,0.0,0.0
Mississippi,US,1/20/2025,30.77090935,-89.58677275,14986,275,,0.0,0.0
Mississippi,US,1/20/2025,31.17161885,-88.99281835,3037,64,,0.0,0.0
Mississippi,US,1/20/2025,31.17507789,-90.40392572,9684,188,,0.0,0.0
Mississippi,US,1/20/2025,34.226046000000004,-89.03636807,10318,144,,0.0,0.0
Mississippi,US,1/20/2025,34.61810501,-88.51986294,8192,103,,0.0,0.0
Mississippi,US,1/20/2025,34.25157572,-90.28908,1566,31,,0.0,0.0
Mississippi,US,1/20/2025,32.26469147,-89.94537876,36451,481,,0.0,0.0
Mississippi,US,1/20/2025,32.406704100000006,-89.53789439,6502,118,,0.0,0.0
Mississippi,US,1/20/2025,32.88149103,-90.8159538,951,25,,0.0,0.0
Mississippi,US,1/20/2025,31.91282117,-89.91716179,6966,147,,0.0,0.0
Mississippi,US,1/20/2025,32.01744532,-89.50644846,4095,67,,0.0,0.0
Mississippi,US,1/20/2025,30.79187949,-89.11547539,5394,71,,0.0,0.0
Mississippi,US,1/20/2025,33.60192578,-90.58882684,5760,121,,0.0,0.0
Mississippi,US,1/20/2025,33.95339918,-90.1729398,3179,60,,0.0,0.0
Mississippi,US,1/20/2025,34.65133709,-89.94485778,7325,143,,0.0,0.0
Mississippi,US,1/20/2025,34.76872156,-88.90988194,7304,108,,0.0,0.0
Mississippi,US,1/20/2025,34.74023475,-88.23917219,6137,122,,0.0,0.0
Mississippi,US,1/20/2025,34.64967704,-90.37481167,2512,46,,0.0,0.0
Mississippi,US,1/20/2025,,,0,0,,0.0,0.0
Mississippi,US,1/20/2025,34.49162015,-89.00776006,9457,121,,0.0,0.0
Mississippi,US,1/20/2025,31.14971548,-90.10446654,3595,79,,0.0,0.0
Mississippi,US,1/20/2025,32.35810271,-90.83352619,10195,202,,0.0,0.0
Mississippi,US,1/20/2025,33.28392041,-90.94196237,10344,196,,0.0,0.0
Mississippi,US,1/20/2025,31.64135687,-88.69573913,5997,86,,0.0,0.0
Mississippi,US,1/20/2025,33.61300486,-89.28392912,3385,69,,0.0,0.0
Mississippi,US,1/20/2025,31.16078225,-91.31018819,1795,46,,0.0,0.0
Mississippi,US,1/20/2025,33.08747908,-89.03391385,5207,104,,0.0,0.0
Mississippi,US,1/20/2025,34.02824175,-89.70762049999998,4058,56,,0.0,0.0
Mississippi,US,1/20/2025,32.77890365,-90.39656148,8019,106,,0.0,0.0
Missouri,US,1/20/2025,40.19058551,-92.60078167,5490,61,,0.0,0.0
Missouri,US,1/20/2025,39.98492163,-94.80163024,4735,56,,0.0,0.0
Missouri,US,1/20/2025,40.43238737,-95.42970639,1389,20,,0.0,0.0
Missouri,US,1/20/2025,39.215877,-91.84242683,5713,111,,0.0,0.0
Missouri,US,1/20/2025,36.70978521,-93.82919888,6617,127,,0.0,0.0
Missouri,US,1/20/2025,37.50207671,-94.34757022,2824,51,,0.0,0.0
Missouri,US,1/20/2025,38.25271289,-94.34113157,3742,92,,0.0,0.0
Missouri,US,1/20/2025,38.29503305,-93.28756116,4159,97,,0.0,0.0
Missouri,US,1/20/2025,37.32449052,-90.02725304,2566,37,,0.0,0.0
Missouri,US,1/20/2025,38.99186229,-92.30723575,43269,246,,0.0,0.0
Missouri,US,1/20/2025,39.65816401,-94.80138942,22681,305,,0.0,0.0
Missouri,US,1/20/2025,36.71462476,-90.40421163,9952,163,,0.0,0.0
Missouri,US,1/20/2025,39.65620858,-93.98308093,1682,36,,0.0,0.0
Missouri,US,1/20/2025,38.83674754,-91.92186505,12045,125,,0.0,0.0
Missouri,US,1/20/2025,38.02199522,-92.76083747,9259,175,,0.0,0.0
Missouri,US,1/20/2025,37.38489388,-89.6843587,18644,240,,0.0,0.0
Missouri,US,1/20/2025,39.42762566,-93.50626255,2223,44,,0.0,0.0
Missouri,US,1/20/2025,36.94160441,-90.96051322,1495,23,,0.0,0.0
Missouri,US,1/20/2025,38.64789422,-94.353399,24877,306,,0.0,0.0
Missouri,US,1/20/2025,37.72391475,-93.85445441,2912,52,,0.0,0.0
Missouri,US,1/20/2025,39.51499357,-92.9629191,1695,36,,0.0,0.0
Missouri,US,1/20/2025,36.9711783,-93.18537118,20837,253,,0.0,0.0
Missouri,US,1/20/2025,40.41040752,-91.73661677,1582,32,,0.0,0.0
Missouri,US,1/20/2025,39.31132056,-94.41850862,26895,342,,0.0,0.0
Missouri,US,1/20/2025,39.6013098,-94.40465394,4771,116,,0.0,0.0
Missouri,US,1/20/2025,38.50455671,-92.27860244,20095,280,,0.0,0.0
Missouri,US,1/20/2025,38.844478,-92.80896081,4139,74,,0.0,0.0
Missouri,US,1/20/2025,37.97663738,-91.30528104,5379,100,,0.0,0.0
Missouri,US,1/20/2025,37.431814,-93.8503345,1426,41,,0.0,0.0
Missouri,US,1/20/2025,37.6811355,-93.02127031,3792,71,,0.0,0.0
Missouri,US,1/20/2025,39.96145298,-93.98519678,1698,26,,0.0,0.0
Missouri,US,1/20/2025,39.89201062,-94.40476508,2187,45,,0.0,0.0
Missouri,US,1/20/2025,37.60663134,-91.50790473,3252,79,,0.0,0.0
Missouri,US,1/20/2025,36.9325593,-92.49905109,2544,77,,0.0,0.0
Missouri,US,1/20/2025,36.27167174,-90.09122243,7284,117,,0.0,0.0
Missouri,US,1/20/2025,38.41127108,-91.07522826,22627,333,,0.0,0.0
Missouri,US,1/20/2025,38.43947277,-91.50847147,3328,95,,0.0,0.0
Missouri,US,1/20/2025,40.21097916,-94.40944419,2156,31,,0.0,0.0
Missouri,US,1/20/2025,37.2575872,-93.34230916,69786,1014,,0.0,0.0
Missouri,US,1/20/2025,40.11406587,-93.56509276,2460,67,,0.0,0.0
Missouri,US,1/20/2025,40.35570088,-93.99222144,1813,32,,0.0,0.0
Missouri,US,1/20/2025,38.38482826,-93.79293734,5728,80,,0.0,0.0
Missouri,US,1/20/2025,37.94163617,-93.3203037,1825,55,,0.0,0.0
Missouri,US,1/20/2025,40.09799248,-95.2163888,1053,29,,0.0,0.0
Missouri,US,1/20/2025,39.1435761,-92.69756691,2163,25,,0.0,0.0
Missouri,US,1/20/2025,36.77383887,-91.88683935,8913,207,,0.0,0.0
Missouri,US,1/20/2025,37.55487945,-90.7735296,2187,42,,0.0,0.0
Missouri,US,1/20/2025,39.01002188,-94.34724536,96235,1181,,0.0,0.0
Missouri,US,1/20/2025,37.20351921,-94.34050458,34531,522,,0.0,0.0
Missouri,US,1/20/2025,38.25926778,-90.53870896,53878,633,,0.0,0.0
Missouri,US,1/20/2025,38.74719601,-93.80691168,12129,139,,0.0,0.0
Missouri,US,1/20/2025,39.0997,-94.5786,112118,1266,,0.0,0.0
Missouri,US,1/20/2025,40.12699751,-92.14780832,962,12,,0.0,0.0
Missouri,US,1/20/2025,37.65896829,-92.5888493,8090,174,,0.0,0.0
Missouri,US,1/20/2025,39.06986886,-93.78076396,7763,127,,0.0,0.0
Missouri,US,1/20/2025,37.10626634,-93.83293097,7771,163,,0.0,0.0
Missouri,US,1/20/2025,40.09673161,-91.72070156,2743,34,,0.0,0.0
Missouri,US,1/20/2025,39.05345619,-90.95588181,15110,136,,0.0,0.0
Missouri,US,1/20/2025,39.87001769,-93.10704106,2540,63,,0.0,0.0
Missouri,US,1/20/2025,39.78110272,-93.54645978,3736,92,,0.0,0.0
Missouri,US,1/20/2025,39.83049768,-92.56453089,3630,53,,0.0,0.0
Missouri,US,1/20/2025,37.47865134,-90.3467143,3569,56,,0.0,0.0
Missouri,US,1/20/2025,38.16193985,-91.92249662,1597,35,,0.0,0.0
Missouri,US,1/20/2025,39.80601912,-91.62203062,7957,117,,0.0,0.0
Missouri,US,1/20/2025,36.62869595,-94.34867205,5286,66,,0.0,0.0
Missouri,US,1/20/2025,40.42212303,-93.5682959,694,13,,0.0,0.0
Missouri,US,1/20/2025,38.21450288,-92.42610898,6085,116,,0.0,0.0
Missouri,US,1/20/2025,36.82516239,-89.29505753,3366,56,,0.0,0.0
Missouri,US,1/20/2025,38.63571781,-92.57976951,3810,55,,0.0,0.0
Missouri,US,1/20/2025,39.49593978,-92.00043978,2165,42,,0.0,0.0
Missouri,US,1/20/2025,38.94022054,-91.47000721,2548,56,,0.0,0.0
Missouri,US,1/20/2025,38.4181765,-92.88791859,4011,107,,0.0,0.0
Missouri,US,1/20/2025,36.59666326,-89.66070007,5022,84,,0.0,0.0
Missouri,US,1/20/2025,36.90519407,-94.3394104,11707,200,,0.0,0.0
Missouri,US,1/20/2025,40.36079813,-94.88133008,6017,44,,0.0,0.0
Missouri,US,1/20/2025,36.68710164,-91.4033755,2019,32,,0.0,0.0
Missouri,US,1/20/2025,38.46036182,-91.8613635,3206,43,,0.0,0.0
Missouri,US,1/20/2025,36.64916339,-92.44459066,1701,55,,0.0,0.0
Missouri,US,1/20/2025,36.2130572,-89.78742322,2986,73,,0.0,0.0
Missouri,US,1/20/2025,37.70660776,-89.82741088,4934,44,,0.0,0.0
Missouri,US,1/20/2025,38.72798918,-93.28471706,12011,157,,0.0,0.0
Missouri,US,1/20/2025,37.87736118,-91.79351727,10127,237,,0.0,0.0
Missouri,US,1/20/2025,39.34310674,-91.16980779,4236,63,,0.0,0.0
Missouri,US,1/20/2025,39.38154439,-94.77068479,10297,101,,0.0,0.0
Missouri,US,1/20/2025,37.6162296,-93.39828174,8014,105,,0.0,0.0
Missouri,US,1/20/2025,37.82462075,-92.20783203,8788,114,,0.0,0.0
Missouri,US,1/20/2025,40.47942497,-93.02042674,991,22,,0.0,0.0
Missouri,US,1/20/2025,39.52817427,-91.51838643,2452,25,,0.0,0.0
Missouri,US,1/20/2025,39.44007257,-92.4971374,6004,101,,0.0,0.0
Missouri,US,1/20/2025,39.3537468,-93.98905745,5135,90,,0.0,0.0
Missouri,US,1/20/2025,37.36085952,-90.97009925,1154,25,,0.0,0.0
Missouri,US,1/20/2025,36.65460667,-90.85990261,2679,61,,0.0,0.0
Missouri,US,1/20/2025,39.13734288,-93.20259964,6263,101,,0.0,0.0
Missouri,US,1/20/2025,40.46921489,-92.52311943,725,26,,0.0,0.0
Missouri,US,1/20/2025,40.45214695,-92.14709064,682,18,,0.0,0.0
Missouri,US,1/20/2025,37.05588075,-89.56474493,11087,158,,0.0,0.0
Missouri,US,1/20/2025,37.15772072,-91.40190382,1601,37,,0.0,0.0
Missouri,US,1/20/2025,39.79742518,-92.07634971,1522,15,,0.0,0.0
Missouri,US,1/20/2025,38.77875681,-90.66662425,93652,907,,0.0,0.0
Missouri,US,1/20/2025,38.03699437,-93.77631447,2099,33,,0.0,0.0
Missouri,US,1/20/2025,37.81214171,-90.47598685,19018,285,,0.0,0.0
Missouri,US,1/20/2025,38.63770039999999,-90.4458375,219338,3235,,0.0,0.0
Missouri,US,1/20/2025,38.63555736,-90.24349225,56043,765,,0.0,0.0
Missouri,US,1/20/2025,37.89090059,-90.1949941,3647,39,,0.0,0.0
Missouri,US,1/20/2025,36.85571651,-89.9444155,6084,127,,0.0,0.0
Missouri,US,1/20/2025,36.75000327,-93.45256475,5770,118,,0.0,0.0
Missouri,US,1/20/2025,40.2099105,-93.11150106,1706,21,,0.0,0.0
Missouri,US,1/20/2025,36.65465345,-93.04075153,13277,223,,0.0,0.0
Missouri,US,1/20/2025,37.31728859,-91.96564727,4694,96,,0.0,0.0
Missouri,US,1/20/2025,,,0,0,,0.0,0.0
Missouri,US,1/20/2025,37.8457799,-94.34127305,5041,105,,0.0,0.0
Missouri,US,1/20/2025,38.76529479,-91.16124662,8120,102,,0.0,0.0
Missouri,US,1/20/2025,37.96130078,-90.87948158,5940,135,,0.0,0.0
Missouri,US,1/20/2025,37.11303869,-90.46001416,2371,51,,0.0,0.0
Missouri,US,1/20/2025,37.2813734,-92.876329,9010,143,,0.0,0.0
Missouri,US,1/20/2025,40.47945588,-94.42328751,401,3,,0.0,0.0
Missouri,US,1/20/2025,37.27029221,-92.46914488,3827,80,,0.0,0.0
Montana,US,1/20/2025,45.13434354,-112.8984694,2123,28,,0.0,0.0
Montana,US,1/20/2025,45.42335905,-107.492347,4951,92,,0.0,0.0
Montana,US,1/20/2025,48.43175214,-108.9582723,2061,31,,0.0,0.0
Montana,US,1/20/2025,46.33277565,-111.4955813,1265,18,,0.0,0.0
Montana,US,1/20/2025,45.22850116,-109.0274047,2037,28,,0.0,0.0
Montana,US,1/20/2025,45.5197966,-104.5395536,250,5,,0.0,0.0
Montana,US,1/20/2025,47.30797024,-111.3467922,25081,320,,0.0,0.0
Montana,US,1/20/2025,47.88084126,-110.4353362,973,14,,0.0,0.0
Montana,US,1/20/2025,46.25319932,-105.57375259999998,3046,46,,0.0,0.0
Montana,US,1/20/2025,48.78420029,-105.54763429999998,386,9,,0.0,0.0
Montana,US,1/20/2025,47.26584855,-104.89444170000002,2328,56,,0.0,0.0
Montana,US,1/20/2025,46.05953325,-113.073353,2543,28,,0.0,0.0
Montana,US,1/20/2025,46.33478338,-104.4183565,676,10,,0.0,0.0
Montana,US,1/20/2025,47.26331584,-109.2245206,2499,54,,0.0,0.0
Montana,US,1/20/2025,48.29575866,-114.0520569,29050,269,,0.0,0.0
Montana,US,1/20/2025,45.54486106,-111.1692571,34082,118,,0.0,0.0
Montana,US,1/20/2025,47.27545948,-107.0002351,224,3,,0.0,0.0
Montana,US,1/20/2025,48.70513576,-112.9934235,3937,68,,0.0,0.0
Montana,US,1/20/2025,46.3816474,-109.1768522,150,5,,0.0,0.0
Montana,US,1/20/2025,46.40605220000001,-113.4414186,530,8,,0.0,0.0
Montana,US,1/20/2025,48.62879827,-110.1129252,4532,71,,0.0,0.0
Montana,US,1/20/2025,46.14907081,-112.094396,2583,23,,0.0,0.0
Montana,US,1/20/2025,47.04581276,-110.2660688,220,1,,0.0,0.0
Montana,US,1/20/2025,47.64514965,-114.0898013,6564,98,,0.0,0.0
Montana,US,1/20/2025,47.12610041,-112.394698,17535,173,,0.0,0.0
Montana,US,1/20/2025,48.56084317,-111.024307,395,4,,0.0,0.0
Montana,US,1/20/2025,48.54265777,-115.4046155,4706,86,,0.0,0.0
Montana,US,1/20/2025,45.30080065,-111.9173017,1804,20,,0.0,0.0
Montana,US,1/20/2025,47.64469406,-105.7944994,385,9,,0.0,0.0
Montana,US,1/20/2025,46.59907074,-110.8898557,408,10,,0.0,0.0
Montana,US,1/20/2025,47.15283992,-115.0015239,1085,17,,0.0,0.0
Montana,US,1/20/2025,47.03728583,-113.92135079999998,27206,201,,0.0,0.0
Montana,US,1/20/2025,46.49684637,-108.39498,911,26,,0.0,0.0
Montana,US,1/20/2025,45.48965095,-110.52643940000002,4165,35,,0.0,0.0
Montana,US,1/20/2025,47.1182463,-108.2508876,35,1,,0.0,0.0
Montana,US,1/20/2025,48.25936577,-107.9128511,1059,28,,0.0,0.0
Montana,US,1/20/2025,48.22773388,-112.2252703,1157,6,,0.0,0.0
Montana,US,1/20/2025,45.39617714,-105.636738,332,10,,0.0,0.0
Montana,US,1/20/2025,46.85538891,-112.9359164,1864,28,,0.0,0.0
Montana,US,1/20/2025,46.86048047,-105.379384,262,3,,0.0,0.0
Montana,US,1/20/2025,46.08520862,-114.11891640000002,7018,141,,0.0,0.0
Montana,US,1/20/2025,47.78668011,-104.5610786,2617,32,,0.0,0.0
Montana,US,1/20/2025,48.29607488,-105.0079268,3259,72,,0.0,0.0
Montana,US,1/20/2025,46.23397237,-106.72928799999998,2629,59,,0.0,0.0
Montana,US,1/20/2025,47.67657534,-115.1329916,2139,46,,0.0,0.0
Montana,US,1/20/2025,48.72085833,-104.503829,690,11,,0.0,0.0
Montana,US,1/20/2025,45.90018933,-112.6620092,8452,129,,0.0,0.0
Montana,US,1/20/2025,45.67071407,-109.3950061,1523,29,,0.0,0.0
Montana,US,1/20/2025,45.81367654,-109.9425686,771,11,,0.0,0.0
Montana,US,1/20/2025,47.83741052,-112.2410688,1268,22,,0.0,0.0
Montana,US,1/20/2025,48.65577551,-111.6942414,1243,23,,0.0,0.0
Montana,US,1/20/2025,46.20973220000001,-107.2666516,134,1,,0.0,0.0
Montana,US,1/20/2025,,,0,0,,0.0,0.0
Montana,US,1/20/2025,48.36435097,-106.6669635,1696,36,,0.0,0.0
Montana,US,1/20/2025,46.46652491,-109.8464636,384,14,,0.0,0.0
Montana,US,1/20/2025,46.95925154,-104.2510927,204,8,,0.0,0.0
Montana,US,1/20/2025,45.93955949,-108.2691486,42756,542,,0.0,0.0
Nebraska,US,1/20/2025,40.52449420000001,-98.50117804,6463,46,,0.0,0.0
Nebraska,US,1/20/2025,42.17695516,-98.0666283,1073,7,,0.0,0.0
Nebraska,US,1/20/2025,41.56896142,-101.6959559,32,1,,0.0,0.0
Nebraska,US,1/20/2025,41.54634427,-103.7114332,89,0,,0.0,0.0
Nebraska,US,1/20/2025,41.91311716,-99.97677845,67,0,,0.0,0.0
Nebraska,US,1/20/2025,41.70759415,-98.06737183,1089,4,,0.0,0.0
Nebraska,US,1/20/2025,42.22079243,-103.0878834,2330,8,,0.0,0.0
Nebraska,US,1/20/2025,42.8997274,-98.76486568,405,3,,0.0,0.0
Nebraska,US,1/20/2025,42.43018907,-99.92904055,508,2,,0.0,0.0
Nebraska,US,1/20/2025,40.85486962,-99.07500296,11969,57,,0.0,0.0
Nebraska,US,1/20/2025,41.85056773,-96.32605633,1339,12,,0.0,0.0
Nebraska,US,1/20/2025,41.22703692,-97.13106306,1894,11,,0.0,0.0
Nebraska,US,1/20/2025,40.90899107,-96.13971217,6117,16,,0.0,0.0
Nebraska,US,1/20/2025,42.5988851,-97.25311951,1503,11,,0.0,0.0
Nebraska,US,1/20/2025,40.5237198,-101.6978026,743,5,,0.0,0.0
Nebraska,US,1/20/2025,42.54502621,-101.1244332,535,7,,0.0,0.0
Nebraska,US,1/20/2025,41.21999357,-102.9941693,2018,16,,0.0,0.0
Nebraska,US,1/20/2025,40.52439441,-98.05126296,1512,11,,0.0,0.0
Nebraska,US,1/20/2025,41.57486951,-97.0868542,2722,21,,0.0,0.0
Nebraska,US,1/20/2025,41.91637624,-96.78730772,1808,15,,0.0,0.0
Nebraska,US,1/20/2025,41.39374521,-99.72805369,2024,19,,0.0,0.0
Nebraska,US,1/20/2025,42.39040144,-96.56656425,6907,65,,0.0,0.0
Nebraska,US,1/20/2025,42.71985036,-103.1313774,1356,12,,0.0,0.0
Nebraska,US,1/20/2025,40.87028216,-99.8201461,5254,31,,0.0,0.0
Nebraska,US,1/20/2025,41.11168186,-102.3333331,323,1,,0.0,0.0
Nebraska,US,1/20/2025,42.49188363,-96.86782408,1182,9,,0.0,0.0
Nebraska,US,1/20/2025,41.58071748,-96.65598179,10071,62,,0.0,0.0
Nebraska,US,1/20/2025,41.29518299,-96.15085305,149144,718,,0.0,0.0
Nebraska,US,1/20/2025,40.17638677,-101.6876522,349,4,,0.0,0.0
Nebraska,US,1/20/2025,40.52458567,-97.59646937,1126,8,,0.0,0.0
Nebraska,US,1/20/2025,40.17636348,-98.95299073,421,4,,0.0,0.0
Nebraska,US,1/20/2025,40.52993007,-100.3924658,541,1,,0.0,0.0
Nebraska,US,1/20/2025,40.17642064,-99.91247454,1120,5,,0.0,0.0
Nebraska,US,1/20/2025,40.26186809,-96.68946704,3579,19,,0.0,0.0
Nebraska,US,1/20/2025,41.61703149,-102.3313973,367,1,,0.0,0.0
Nebraska,US,1/20/2025,41.91428955,-98.99111827,398,1,,0.0,0.0
Nebraska,US,1/20/2025,40.51481965,-99.83020279,371,5,,0.0,0.0
Nebraska,US,1/20/2025,41.91528587,-101.740701,106,4,,0.0,0.0
Nebraska,US,1/20/2025,41.56742671,-98.52150266,408,1,,0.0,0.0
Nebraska,US,1/20/2025,40.87257079,-98.50218293,16491,117,,0.0,0.0
Nebraska,US,1/20/2025,40.87349452,-98.02099117,2253,17,,0.0,0.0
Nebraska,US,1/20/2025,40.17658508,-99.40438879,377,0,,0.0,0.0
Nebraska,US,1/20/2025,40.52451972,-101.0603568,106,0,,0.0,0.0
Nebraska,US,1/20/2025,40.17609175,-101.0416477,530,5,,0.0,0.0
Nebraska,US,1/20/2025,42.45522056,-98.78402558,2142,16,,0.0,0.0
Nebraska,US,1/20/2025,41.91586243,-101.1354293,112,2,,0.0,0.0
Nebraska,US,1/20/2025,41.2200529,-98.5166499,1185,10,,0.0,0.0
Nebraska,US,1/20/2025,40.17584531,-97.142601,1211,1,,0.0,0.0
Nebraska,US,1/20/2025,40.39257596,-96.26522753,867,9,,0.0,0.0
Nebraska,US,1/20/2025,40.50663314,-98.94877182,1180,5,,0.0,0.0
Nebraska,US,1/20/2025,41.19930341,-101.6620164,1534,10,,0.0,0.0
Nebraska,US,1/20/2025,42.87990694,-99.71343729,118,0,,0.0,0.0
Nebraska,US,1/20/2025,41.19774275,-103.7148131,768,1,,0.0,0.0
Nebraska,US,1/20/2025,42.63758421,-97.89178836,1678,12,,0.0,0.0
Nebraska,US,1/20/2025,40.78416049,-96.68777155,77866,170,,0.0,0.0
Nebraska,US,1/20/2025,41.04658298,-100.7475374,8672,60,,0.0,0.0
Nebraska,US,1/20/2025,41.56650314,-100.4817851,148,0,,0.0,0.0
Nebraska,US,1/20/2025,41.91371961,-99.45440415,87,0,,0.0,0.0
Nebraska,US,1/20/2025,41.91676024,-97.6005481,9657,44,,0.0,0.0
Nebraska,US,1/20/2025,41.56797682,-101.0599362,74,1,,0.0,0.0
Nebraska,US,1/20/2025,41.16624273,-98.0374887,1701,15,,0.0,0.0
Nebraska,US,1/20/2025,41.71711774,-103.0061405,1237,7,,0.0,0.0
Nebraska,US,1/20/2025,41.39750195,-97.99327291,801,10,,0.0,0.0
Nebraska,US,1/20/2025,40.38514847,-95.85433992,1483,15,,0.0,0.0
Nebraska,US,1/20/2025,40.17637905,-98.04743961,974,11,,0.0,0.0
Nebraska,US,1/20/2025,40.64843556,-96.13374142,3342,10,,0.0,0.0
Nebraska,US,1/20/2025,40.13141096,-96.23705437,409,1,,0.0,0.0
